DHSID,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,BUFF_DIST,intersect_count,area_overlap,percent_overlap,area_by_count,nearest_concession,area_overlap_dissolved,percent_overlap_dissolved,total_dist,avg_dist
LB201300000069,2013,U,5.384908,-7.983024,258,255,WGS84,2000,2,2320.161009,184.8438555,1160,94,1255.200512,100.0000005,,
LB201100000137,2011,U,5.373386,-7.987548,9999,263,WGS84,2000,2,1838.421384,146.464767,919,103,1255.197017,100.0000001,,
LB201300000271,2013,U,5.230395,-7.998599,217,208,WGS84,2000,3,1567.82383,124.9074205,523,104,1255.188695,99.99999948,,
LB200700000220,2007,U,7.200742558,-9.964780752,0,221,WGS84,2000,3,2262.862863,180.2850214,754,486,1255.158551,99.99999994,,
LB201300000004,2013,U,6.233522,-8.042257,232,232,WGS84,2000,1,1255.154828,100.0000001,1255,93,1255.154825,99.99999992,,
LB201300000206,2013,U,7.625231,-9.834091,392,383,WGS84,2000,1,1255.068971,100.0000003,1255,36,1255.06897,100.0000002,,
LB201300000304,2013,U,4.68186,-8.222378,19,16,WGS84,2000,1,1255.037118,99.99999966,1255,533,1255.037114,99.99999936,,
LB201300000209,2013,U,6.041823,-9.771498,101,95,WGS84,2000,2,2385.73527,190.0935081,1193,61,1255.032482,100.0000001,,
LB200700000079,2007,U,4.683336665,-8.233016758,35,28,WGS84,2000,1,1255.030839,100.0000002,1255,533,1255.030836,99.99999998,,
LB201300000234,2013,U,4.679873,-8.233707,27,26,WGS84,2000,1,1255.030439,100.0000004,1255,533,1255.030439,100.0000003,,
LB201100000055,2011,U,4.679553,-8.245543,9999,20,WGS84,2000,1,1255.023564,100.0000002,1255,533,1255.023563,100.0000002,,
LB201300000316,2013,U,5.627051,-8.319416,210,204,WGS84,2000,2,1442.291001,114.9251887,721,12,1254.982496,99.99999998,,
LB201300000312,2013,U,8.3024,-9.623541,512,505,WGS84,2000,2,2483.615074,197.9051134,1242,134,1254.952455,100.0000002,,
LB201300000283,2013,U,6.969785,-8.474732,313,300,WGS84,2000,2,2509.821137,199.9999994,1255,127,1254.910567,99.9999996,,
LB201300000103,2013,U,7.677039,-9.492354,342,330,WGS84,2000,3,2509.795152,199.9999996,837,51,1254.897576,99.99999979,,
LB201300000148,2013,U,7.521163,-9.480646,332,320,WGS84,2000,1,1254.893341,100.0000001,1255,217,1254.893344,100.0000003,,
LB198600000388,1986,U,7.5833,-8.5333,9999,549,WGS84,2000,2,1324.293525,105.5307877,662,561,1254.888314,99.99999981,,
LB200700000216,2007,U,4.675837824,-8.229972504,15,21,WGS84,2000,2,1254.887585,99.98844204,627,533,1254.887572,99.98844105,,
LB201100000045,2011,U,6.442877,-8.538047,9999,273,WGS84,2000,4,2363.35448,188.3320496,591,121,1254.887037,99.99999989,,
LB201300000108,2013,U,7.91877,-9.460249,464,462,WGS84,2000,2,2137.038197,170.2974079,1069,35,1254.88592,99.99999986,,
LB201300000162,2013,U,7.361986,-8.633623,437,470,WGS84,2000,1,1254.856769,100.0000005,1255,550,1254.856762,99.99999988,,
LB200700000119,2007,U,7.369000613,-8.718306282,436,430,WGS84,2000,1,1254.835999,100.0000001,1255,550,1254.835999,100.0000001,,
LB200700000118,2007,U,7.351194113,-8.718797888,454,440,WGS84,2000,1,1254.835901,100.0000002,1255,550,1254.835903,100.0000003,,
LB201300000298,2013,U,7.130824,-8.898518,254,262,WGS84,2000,1,1254.809863,100.0000001,1255,87,1254.809864,100.0000002,,
LB201100000002,2011,U,6.872549,-10.818559,9999,71,WGS84,2000,4,5019.00739,399.5830668,1255,346,1254.752617,99.89582794,,
LB201300000258,2013,U,4.670999,-8.222646,28,20,WGS84,2000,2,1254.719522,99.97470582,627,533,1254.719525,99.97470601,,
LB201100000054,2011,U,4.668925,-8.235397,9999,16,WGS84,2000,2,1254.676864,99.97190583,627,533,1254.676869,99.97190626,,
LB200700000214,2007,U,6.862065399,-10.83191282,28,69,WGS84,2000,5,4991.857301,397.4156643,998,346,1254.493755,99.87374217,,
LB201300000140,2013,U,6.869529,-10.820008,9999,72,WGS84,2000,5,4970.719256,395.7380174,994,346,1254.481328,99.87406816,,
LB201100000062,2011,U,7.780873,-9.437982,9999,455,WGS84,2000,3,1544.39969,123.0716586,515,78,1254.094296,99.93751362,,
LB198600000307,1986,U,7.7833,-9.4333,9999,454,WGS84,2000,3,1374.906002,109.565012,458,78,1253.861798,99.91910914,,
LB201100000001,2011,U,6.864293,-10.820083,9999,63,WGS84,2000,5,4749.692842,378.141219,950,346,1252.807827,99.74082422,,
LB201300000095,2013,U,6.863489,-10.819254,45,67,WGS84,2000,5,4681.446631,372.7082158,936,346,1252.551698,99.72052348,,
LB201300000149,2013,R,7.007486,-11.35198,33,29,WGS84,5000,1,1251.26886,15.9219689,1251,512,1251.26886,15.92196891,113917231,191136.2936
LB200700000021,2007,U,6.86850347,-10.81828079,14,83,WGS84,2000,5,4889.503561,389.2728658,978,346,1248.236932,99.37711705,,
LB201100000067,2011,U,6.297058,-10.355834,9999,15,WGS84,2000,4,1698.442131,135.2795933,425,464,1247.950148,99.39825764,,
LB201300000211,2013,U,7.1738,-11.257507,50,60,WGS84,2000,3,1898.08464,151.0326117,633,102,1243.923775,98.98033656,,
LB201300000044,2013,U,6.377177,-10.290116,79,78,WGS84,2000,1,1235.388763,98.40295303,1235,464,1235.388757,98.40295249,,
LB198600000104,1986,R,5.3167,-8.9833,9999,100,WGS84,5000,3,1249.228178,15.9225927,416,110,1234.991383,15.7411313,110068719,184679.0587
LB201300000302,2013,U,5.060204,-7.9372,169,174,WGS84,2000,2,1254.598816,99.94913228,627,71,1232.765629,98.20976505,,
LB200700000299,2007,U,6.86908952,-10.81613588,61,72,WGS84,2000,5,4777.553804,380.3609966,956,346,1220.245164,97.14880995,,
LB201300000022,2013,U,5.347878,-8.038005,235,233,WGS84,2000,2,1214.183714,96.73544798,607,103,1214.183709,96.73544763,,
LB201300000046,2013,U,6.86621,-10.816144,86,72,WGS84,2000,5,4590.347231,365.4566921,918,346,1211.643037,96.46395665,,
LB201300000245,2013,U,6.756447,-10.09467,121,120,WGS84,2000,3,1692.651203,134.844587,564,464,1209.905369,96.38677455,,
LB200700000144,2007,R,6.009231465,-10.02665261,619,15,WGS84,5000,4,1237.666496,15.77018721,309,61,1209.552733,15.41196526,79206748,132897.2282
LB198600000389,1986,R,7.2,-9.0167,9999,277,WGS84,5000,1,1205.989095,15.37146978,1206,87,1205.989091,15.37146973,101384586,170108.3658
LB200900000076,2009,U,4.373476,-7.715768,9999,7,WGS84,2000,0,0,0,0,220,1184.071779,93.70473874,192604988,323162.7315
LB201300000008,2013,R,5.839194,-10.010457,10,23,WGS84,5000,4,1173.683686,14.95507323,293,284,1173.683747,14.95507401,84054195,141030.5285
LB201300000208,2013,U,7.067265,-10.489855,186,181,WGS84,2000,3,1176.415685,93.68996485,392,17,1163.38368,92.65209353,,
LB201300000294,2013,U,6.275266,-10.346441,22,16,WGS84,2000,1,1145.228791,91.21727892,1145,464,1145.228778,91.21727794,,
LB201300000280,2013,U,6.672935,-8.772231,262,266,WGS84,2000,2,1838.646421,146.5260471,919,16,1141.573111,90.97463954,,
LB201100000119,2011,U,6.506906,-8.875029,9999,250,WGS84,2000,4,1196.923149,95.38665942,299,16,1104.702977,88.03733698,,
LB201300000240,2013,U,7.060896,-10.48849,189,185,WGS84,2000,3,1209.563207,96.32995637,403,17,1079.690604,85.98686548,,
LB198600000352,1986,U,6.3333,-10.3167,9999,62,WGS84,2000,4,2444.2819,194.6913355,611,464,1074.209564,85.56267371,,
LB201100000019,2011,U,7.053907,-10.484946,9999,180,WGS84,2000,3,1420.177284,113.1036798,473,17,1067.889441,85.04728725,83034411,139319.4815
LB200900000119,2009,U,6.506906,-8.875029,9999,250,WGS84,2000,4,1196.923165,95.38666036,299,16,1067.67725,84.20233305,,
LB198600000353,1986,U,6.2667,-10.35,9999,27,WGS84,2000,1,1058.219343,84.28674513,1058,464,1058.219344,84.28674514,,
LB200900000062,2009,U,7.780873,-9.437982,9999,455,WGS84,2000,3,1544.399692,123.0716586,515,78,1036.635236,81.53267037,,
LB201300000196,2013,R,5.037647,-8.447379,93,83,WGS84,5000,2,1008.945717,12.85877196,504,29,1008.945731,12.85877214,135063865,226617.2232
LB198600000305,1986,U,6.75,-11.3667,9999,81,WGS84,2000,2,1342.950091,106.8433425,671,582,1004.609011,79.92537131,,
LB200700000230,2007,U,6.059877198,-8.157595101,213,209,WGS84,2000,1,1002.434259,79.87040185,1002,83,1002.434225,79.8703991,,
LB200700000163,2007,U,6.75217041,-11.36201731,13,4,WGS84,2000,2,1270.991267,101.119071,635,582,1001.467268,79.67595247,,
LB200900000025,2009,U,5.879942,-10.032227,9999,12,WGS84,2000,0,0,0,0,143,987.9876394,78.00774374,82913687,139116.9245
LB201300000270,2013,U,6.810199,-10.353344,162,165,WGS84,2000,1,950.3934468,75.69833986,950,562,950.3934534,75.69834039,,
LB201100000046,2011,U,6.088634,-8.129512,9999,220,WGS84,2000,1,931.2493973,74.19756425,931,83,931.2494019,74.19756462,,
LB201100000113,2011,U,6.482704,-10.530184,9999,47,WGS84,2000,3,1089.695132,86.78018165,363,530,914.0490268,72.79223176,,
LB201100000143,2011,U,5.019792,-9.050938,9999,10,WGS84,2000,2,906.9207927,72.27572244,453,72,906.4902058,72.24140746,,
LB201300000087,2013,U,6.262841,-10.348869,10,12,WGS84,2000,1,904.8042858,72.06736356,905,464,904.8042547,72.06736108,,
LB201300000071,2013,U,5.010925,-9.035068,15,10,WGS84,2000,1,886.6435668,70.65978779,887,72,886.6436015,70.65979056,,
LB198600000112,1986,R,5.3667,-8.8,9999,125,WGS84,5000,1,886.4122183,11.29802429,886,590,886.4122165,11.29802427,112721202,189129.5336
LB201100000070,2011,U,6.270744,-10.362332,9999,13,WGS84,2000,1,881.6833229,70.22501087,882,464,881.6833278,70.22501125,,
LB201300000320,2013,U,5.020195,-9.053044,14,13,WGS84,2000,2,882.007257,70.29027014,441,72,881.5766685,70.25595503,,
LB201300000080,2013,U,6.404934,-10.543201,54,44,WGS84,2000,1,878.5113172,69.96124749,879,530,878.5112982,69.96124597,,
LB201300000215,2013,U,6.753676,-11.366364,10,5,WGS84,2000,2,1070.582634,85.174188,535,582,868.1578369,69.06952948,,
LB200900000035,2009,U,6.753688,-11.375967,9999,5,WGS84,2000,2,766.8410508,61.00805468,383,582,828.8699726,65.33694923,,
LB200900000089,2009,U,6.379261,-10.790773,9999,11,WGS84,2000,1,9.068296009,0.721983457,9,144,828.8668809,65.38457397,86721462,145505.8087
LB201300000277,2013,R,6.181711,-9.939846,69,84,WGS84,5000,1,821.8009896,10.47182645,822,61,821.8010653,10.47182742,75301191,126344.2802
LB200900000120,2009,U,7.215522,-8.979824,9999,265,WGS84,2000,1,723.3959469,57.65001788,723,87,813.9229867,64.09707426,,
LB201300000322,2013,U,6.281566,-10.329302,34,37,WGS84,2000,4,1523.109463,121.3170981,381,464,810.5825536,64.56366106,,
LB201300000239,2013,U,6.746396,-9.462251,262,257,WGS84,2000,3,2332.82372,185.8990998,778,111,777.6079704,61.96637167,,
LB198600000381,1986,R,5.7083,-9.8333,9999,10,WGS84,5000,1,764.4599766,9.741710943,764,117,764.4599679,9.741710832,87717927,147177.7299
LB201300000054,2013,R,7.179169,-8.498679,337,334,WGS84,5000,2,1505.243469,19.18429557,753,115,752.6223859,9.592156085,119579037,200635.9681
LB200700000011,2007,U,6.767662118,-11.34802116,-14,3,WGS84,2000,2,748.6246653,59.56118724,374,582,728.7000383,57.9759677,111138220,186473.5235
LB201100000120,2011,U,7.215522,-8.979824,9999,265,WGS84,2000,1,723.3959721,57.65001944,723,87,723.395965,57.65001887,,
LB201300000132,2013,U,6.401813,-10.796173,11,8,WGS84,2000,1,715.5799575,56.9714423,716,530,715.5799249,56.97143971,,
LB200900000077,2009,U,4.367325,-7.726634,9999,7,WGS84,2000,0,0,0,0,220,715.2580873,56.60434458,192433631,322875.2198
LB201300000094,2013,U,5.005174,-9.033495,14,6,WGS84,2000,1,700.9871485,55.86416776,701,72,700.9871967,55.8641716,,
LB200900000070,2009,U,6.270744,-10.362332,9999,13,WGS84,2000,1,881.6832194,70.22500239,882,464,700.5936226,55.27712567,,
LB200700000122,2007,U,5.00588229,-9.035190538,36,14,WGS84,2000,1,692.8502465,55.21570723,693,72,692.8502465,55.21570723,,
LB201100000114,2011,U,6.416263,-10.807026,9999,13,WGS84,2000,1,684.6857977,54.51113777,685,530,684.6857901,54.51113717,,
LB201300000115,2013,U,5.001902,-9.029872,21,11,WGS84,2000,2,650.2189805,51.81827496,325,72,650.1822922,51.81535114,,
LB201100000035,2011,U,6.753688,-11.375967,9999,5,WGS84,2000,2,766.8410508,61.00805468,383,582,649.6697871,51.68618693,,
LB200700000142,2007,R,5.292460184,-8.984911535,332,91,WGS84,5000,3,644.8219556,8.218864824,215,110,644.8219556,8.218864824,110916944,186102.255
LB200700000227,2007,U,6.398446482,-10.59038936,107,53,WGS84,2000,1,636.7397171,50.70521915,637,530,636.7396789,50.7052161,,
LB200900000114,2009,U,6.416263,-10.807026,9999,13,WGS84,2000,1,684.6858908,54.51114516,685,530,636.4548092,50.20274524,,
LB200900000002,2009,U,6.872549,-10.818559,9999,71,WGS84,2000,4,5019.007391,399.5830629,1255,346,621.0883876,48.94643376,,
LB201300000036,2013,R,7.903272,-10.12286,505,461,WGS84,5000,1,605.8934828,7.719756398,606,580,605.8934879,7.719756463,113749438,190854.7617
LB200900000121,2009,U,6.956974,-8.821198,9999,244,WGS84,2000,0,0,0,0,466,597.5180725,47.0807242,101934799,171031.5419
LB201300000020,2013,U,5.004596,-9.037537,13,14,WGS84,2000,1,593.5193118,47.29966811,594,72,593.5193514,47.29967127,121836688,204423.9732
LB201300000174,2013,U,7.659305,-8.566309,546,533,WGS84,2000,1,578.6519406,46.11224179,579,561,578.6519439,46.11224206,132349062,222062.1846
LB200900000053,2009,R,5.643629,-8.298682,9999,199,WGS84,5000,2,10584.97125,134.8953142,5292,12,572.7701807,7.235877549,,
LB200700000285,2007,U,6.324096669,-10.81835296,0,31,WGS84,2000,1,569.3836921,45.33080068,569,573,569.3836932,45.33080077,88702189,148829.1762
LB201300000141,2013,U,5.972067,-9.70646,86,77,WGS84,2000,1,560.8354548,44.68822835,561,329,560.8354951,44.68823156,80383229,134871.1896
LB200900000001,2009,U,6.864293,-10.820083,9999,63,WGS84,2000,5,4749.692948,378.1412263,950,346,538.140308,42.41021826,,
LB200700000203,2007,R,5.854631897,-9.876591981,98,33,WGS84,5000,3,531.3627618,6.771141565,177,463,531.3627711,6.771141683,83047515,139341.4681
LB200700000209,2007,R,6.115276256,-10.12001143,21,29,WGS84,5000,6,1057.079802,13.46835803,176,448,525.9075101,6.700639461,77361078,129800.4664
LB200700000178,2007,U,5.005774804,-9.04341782,-28,6,WGS84,2000,1,515.8674176,41.11130614,516,72,515.867416,41.11130602,121686410,204171.8289
LB201100000144,2011,U,4.999257,-9.031488,9999,0,WGS84,2000,1,513.725192,40.94059569,514,72,513.7251899,40.94059553,122182793,205004.6862
LB201100000010,2011,U,6.812796,-10.363888,9999,165,WGS84,2000,2,511.3528212,40.72863153,256,562,511.3528248,40.72863181,76290114,128003.547
LB200700000167,2007,U,6.393633091,-10.7702009,0,9,WGS84,2000,8,552.0444906,43.95267391,69,165,509.0440061,40.52906168,85748087,143872.6292
LB200700000288,2007,U,6.072375632,-8.141244127,214,220,WGS84,2000,1,501.4456129,39.95306903,501,83,501.4455709,39.95306568,123878838,207850.3993
LB198600000362,1986,R,7,-9.4833,9999,245,WGS84,5000,3,1473.245086,18.7765764,491,527,491.082015,6.258862872,84339319,141508.9245
LB200700000253,2007,R,4.396766856,-7.606043652,4,8,WGS84,5000,1,487.345645,6.208002059,487,220,487.3456126,6.208001646,196298789,329360.3842
LB201300000123,2013,U,6.31973,-10.816976,18,14,WGS84,2000,1,484.8781445,38.60305073,485,573,484.8781924,38.60305454,88730265,148876.2836
LB201300000290,2013,R,7.14422,-8.351917,315,314,WGS84,5000,1,475.9405712,6.065543333,476,81,475.9406097,6.065543824,125073562,209854.9698
LB201100000012,2011,U,6.799467,-9.937102,9999,264,WGS84,2000,1,461.2242613,36.74686192,461,25,461.2242654,36.74686224,74467055,124944.7232
LB201300000278,2013,U,6.392411,-10.77731,0,9,WGS84,2000,6,479.397745,38.16839416,80,165,455.1947607,36.24141588,86025877,144338.7198
LB200900000075,2009,U,4.394175,-7.717576,9999,7,WGS84,2000,0,0,0,0,220,451.5673005,35.73504202,191560404,321410.0738
LB200700000140,2007,U,6.077528327,-8.130868537,215,219,WGS84,2000,1,450.8611974,35.92252153,451,83,450.8611643,35.9225189,124342555,208628.448
LB200700000274,2007,U,6.077491858,-8.129610017,202,216,WGS84,2000,1,448.4780234,35.73261727,448,83,448.4779937,35.7326149,124401946,208728.0973
LB200900000091,2009,U,6.275037,-10.704539,9999,9,WGS84,2000,0,0,0,0,579,444.3376307,35.05814108,85614047,143647.7299
LB200900000127,2009,R,6.938927,-8.872958,9999,250,WGS84,5000,0,0,0,0,504,443.9906974,5.595396198,99760155,167382.8104
LB200700000070,2007,U,6.326534221,-10.81491943,0,42,WGS84,2000,1,437.7464751,34.85079357,438,573,437.7464753,34.85079358,88525866,148533.3322
LB198600000394,1986,R,6.7833,-8.4,9999,243,WGS84,5000,1,434.4975088,5.537478694,434,96,434.4975105,5.537478714,115808597,194309.7265
LB201300000185,2013,U,6.247744,-10.362172,17,21,WGS84,2000,1,432.4547127,34.4444979,432,464,432.454685,34.44449569,77757215,130465.1258
LB200900000027,2009,U,5.880074,-10.02405,9999,12,WGS84,2000,0,0,0,0,286,421.8347082,33.30645562,82851155,139012.005
LB200700000028,2007,U,6.393856142,-10.79795557,0,7,WGS84,2000,1,400.4175836,31.87948757,400,530,400.4175948,31.87948846,86777924,145600.5436
LB201300000301,2013,U,6.771533,-11.360171,16,7,WGS84,2000,2,414.4513036,32.97351317,207,68,398.1321465,31.67517019,111849097,187666.2701
LB201300000029,2013,U,6.97069,-9.51406,235,237,WGS84,2000,3,1130.959957,90.12307047,377,527,376.9870986,30.04105905,83076472,139390.0537
LB200700000029,2007,U,5.001644448,-9.042829778,4,7,WGS84,2000,1,371.9856134,29.64485484,372,72,371.9856134,29.64485484,121887192,204508.7114
LB200900000073,2009,R,6.605747,-10.392502,9999,105,WGS84,5000,6,17373.7383,221.3148159,2896,74,356.1479561,4.49137603,,
LB201100000048,2011,U,6.066735,-8.14095,9999,219,WGS84,2000,1,346.4766493,27.60579207,346,83,346.4766551,27.60579253,123918737,207917.344
LB200700000044,2007,U,5.00586145,-9.052808563,78,8,WGS84,2000,2,333.1668739,26.55124388,167,72,332.7510395,26.51810457,121531273,203911.5319
LB200700000269,2007,R,5.484409348,-8.849863735,268,97,WGS84,5000,2,330.9925713,4.218784323,165,41,330.9925114,4.218783558,107734786,180763.0638
LB200700000158,2007,U,6.300809542,-10.81292885,0,13,WGS84,2000,1,329.380465,26.22338556,329,573,329.3804546,26.22338473,88936969,149223.1023
LB201100000044,2011,R,6.982582,-11.296025,9999,45,WGS84,5000,3,329.0857695,4.187832489,110,567,329.0857281,4.187831962,110383833,185207.7735
LB201300000166,2013,U,6.315827,-10.813577,23,22,WGS84,2000,1,323.4501811,25.75123329,323,573,323.4502288,25.75123709,88673544,148781.1141
LB200900000013,2009,R,6.925542,-10.330997,9999,142,WGS84,5000,3,17895.99655,227.9793059,5965,6,321.4668827,4.051400916,,
LB200900000101,2009,U,6.354223,-10.747136,9999,10,WGS84,2000,0,0,0,0,155,320.3657344,25.27302275,85560702,143558.2248
LB200700000094,2007,R,4.534460248,-8.231245526,26,16,WGS84,5000,1,319.2383142,4.068261338,319,436,319.23829,4.068261029,165118500,277044.4631
LB201300000180,2013,U,6.073294,-8.133072,222,229,WGS84,2000,1,310.0215622,24.70110338,310,83,310.0215644,24.70110355,124258081,208486.7131
LB200900000097,2009,U,6.280884,-10.707638,9999,18,WGS84,2000,0,0,0,0,579,304.4416162,24.02011389,85597475,143619.9245
LB200700000223,2007,U,6.295275973,-10.80923264,0,11,WGS84,2000,1,288.1670695,22.94230373,288,573,288.167055,22.94230257,88905642,149170.5403
LB200900000031,2009,R,6.108277,-9.755443,9999,120,WGS84,5000,2,7970.596257,101.5752075,3985,465,273.8639298,3.456947464,,
LB200700000046,2007,R,7.003645377,-9.320579075,268,270,WGS84,5000,1,270.967285,3.453626978,271,52,270.9673908,3.453628327,88014273,147674.9547
LB201100000138,2011,U,4.866325,-7.618513,9999,68,WGS84,2000,1,256.3073069,20.41418502,256,30,256.3072849,20.41418327,176216245,295664.8406
LB200700000082,2007,R,7.027883633,-8.86081247,237,230,WGS84,5000,2,274.8609131,3.503341673,137,466,250.8305518,3.197053795,102064400,171248.9933
LB200700000242,2007,R,5.849646916,-9.993399025,32,12,WGS84,5000,4,240.7433385,3.067582598,60,284,240.7433387,3.067582601,83610784,140286.5503
LB200900000096,2009,U,6.232398,-10.681315,9999,13,WGS84,2000,1,128.8263004,10.25783915,129,579,226.7388854,17.89106849,85770571,143910.354
LB200700000123,2007,R,6.923918372,-8.66026223,290,290,WGS84,5000,1,226.5825374,2.887907907,227,506,226.5825438,2.887907988,107289274,180015.5604
LB200700000020,2007,U,6.277915023,-10.78303769,0,13,WGS84,2000,1,198.0845362,15.77086825,198,573,198.0845543,15.77086969,88280531,148121.6963
LB200700000252,2007,U,6.327016946,-10.80808182,0,29,WGS84,2000,1,174.1104936,13.86175511,174,573,174.1104945,13.86175518,88256503,148081.3809
LB200700000240,2007,U,6.339617646,-10.80546406,0,6,WGS84,2000,1,168.6881193,13.43009348,169,573,168.6881203,13.43009357,87930308,147534.0738
LB200900000039,2009,R,6.663769,-11.07636,9999,23,WGS84,5000,13,10395.76189,132.3310747,800,582,157.410439,1.984872822,,
LB201300000216,2013,U,7.240971,-8.974034,300,287,WGS84,2000,1,156.2247281,12.45010791,156,87,156.2247271,12.45010784,103882514,174299.5201
LB201300000050,2013,U,6.325166,-10.807722,9999,7,WGS84,2000,1,149.664206,11.91547576,150,573,149.6642407,11.91547851,88276884,148115.5772
LB200700000093,2007,U,6.384132771,-10.78338998,0,6,WGS84,2000,4,141.2830142,11.24850973,35,144,134.6395285,10.71957627,86371919,144919.3272
LB201100000074,2011,R,6.307291,-10.525769,9999,14,WGS84,5000,4,150.0968407,1.91177722,38,197,132.1416669,1.683082917,79933528,134116.6577
LB201100000125,2011,R,7.026049,-8.844656,9999,229,WGS84,5000,2,131.9140253,1.681356701,66,466,131.9139958,1.681356325,102583736,172120.3624
LB201100000096,2011,U,6.232398,-10.681315,9999,13,WGS84,2000,1,128.8263004,10.25783915,129,579,128.8263196,10.25784068,85770571,143910.354
LB200700000033,2007,R,4.39085358,-7.683940349,8,8,WGS84,5000,1,128.8231711,1.641106248,129,220,128.8231291,1.641105713,193157861,324090.3708
LB201300000034,2013,U,6.694466,-9.642376,209,217,WGS84,2000,1,127.5019558,10.15982123,128,53,127.5019652,10.15982198,76312947,128041.8574
LB200700000204,2007,U,6.059817745,-8.13637991,221,208,WGS84,2000,1,126.6161653,10.08821564,127,83,126.6161373,10.08821341,124166494,208333.0436
LB201300000202,2013,U,6.42703,-10.820898,19,16,WGS84,2000,2,123.5495732,9.836227701,62,530,123.5495728,9.836227673,87228727,146356.9245
LB201300000092,2013,R,5.426609,-9.102385,72,76,WGS84,5000,2,117.5183871,1.497878165,59,43,117.5183766,1.49787803,103826682,174205.8423
LB200900000066,2009,U,6.306837,-10.329718,9999,47,WGS84,2000,4,4762.869373,379.3669077,1191,448,116.9959338,9.230403536,,
LB201300000016,2013,U,5.908544,-10.05657,15,9,WGS84,2000,4,188.1708175,14.99093066,47,233,114.429012,9.116171186,82229373,137968.7466
LB198600000335,1986,U,6.3111,-10.8083,9999,12,WGS84,2000,1,110.5960274,8.8050671,111,573,110.5960534,8.805069169,88562829,148595.3507
LB201300000220,2013,U,7.268616,-9.216389,316,313,WGS84,2000,3,275.2777024,21.93756034,92,470,108.5487516,8.650518246,97827111,164139.448
LB200700000063,2007,U,6.305945344,-10.80818387,0,17,WGS84,2000,1,107.5398272,8.561749656,108,573,107.5398214,8.561749191,88657392,148754.0134
LB200700000016,2007,U,6.323081157,-10.80671978,0,13,WGS84,2000,1,105.0626556,8.364544369,105,573,105.0626553,8.364544344,88277467,148116.5554
LB201300000171,2013,U,6.067187,-8.133103,216,217,WGS84,2000,1,103.3114952,8.231388653,103,83,103.3114953,8.231388663,124285190,208532.198
LB200700000173,2007,U,6.068162466,-8.118374058,224,218,WGS84,2000,1,95.30692864,7.593561886,95,83,95.30690186,7.593559752,124974416,209688.6174
LB198600000210,1986,U,6.0667,-8.1333,9999,209,WGS84,2000,1,95.0971789,7.576910162,95,83,95.09718254,7.576910452,124278268,208520.5839
LB198600000211,1986,U,6.0667,-8.1333,9999,209,WGS84,2000,1,95.0971789,7.576910162,95,83,95.09718254,7.576910452,124278268,208520.5839
LB198600000212,1986,U,6.0667,-8.1333,9999,209,WGS84,2000,1,95.0971789,7.576910162,95,83,95.09718254,7.576910452,124278268,208520.5839
LB198600000213,1986,U,6.0667,-8.1333,9999,209,WGS84,2000,1,95.0971789,7.576910162,95,83,95.09718254,7.576910452,124278268,208520.5839
LB200900000086,2009,R,4.540838,-7.627577,9999,40,WGS84,5000,2,10947.70415,139.4587611,5474,220,90.81862129,1.149240248,,
LB201300000111,2013,U,6.067902,-8.130306,9999,209,WGS84,2000,1,87.11303413,6.940758907,87,83,87.11303327,6.940758839,124413191,208746.9648
LB201300000014,2013,U,6.315651,-10.80714,40,10,WGS84,2000,1,82.50498667,6.568616391,83,573,82.50502152,6.568619166,88432463,148376.6158
LB200900000067,2009,U,6.297058,-10.355834,9999,15,WGS84,2000,4,1698.442124,135.2795932,425,464,82.19214841,6.484675115,,
LB200900000049,2009,R,6.370111,-8.474103,9999,286,WGS84,5000,2,15692.57895,200,7846,121,81.86835399,1.032910681,,
LB201300000207,2013,R,6.968773,-11.312602,26,25,WGS84,5000,4,74.4738806,0.947707052,19,429,74.47388587,0.947707119,111079818,186375.5336
LB198600000398,1986,U,6.4833,-8.85,9999,255,WGS84,2000,1,68.59546887,5.466582378,69,16,68.59547003,5.466582471,94758304,158990.443
LB200700000182,2007,U,5.898016931,-10.03976639,34,14,WGS84,2000,3,93.74384702,7.468333997,31,233,64.01150061,5.099633538,82414613,138279.552
LB201300000248,2013,U,6.979686,-9.469732,241,239,WGS84,2000,3,186.4281197,14.85613699,62,527,62.14273048,4.952047569,84150282,141191.7483
LB200700000031,2007,U,6.282113956,-10.78204936,0,12,WGS84,2000,1,60.55355436,4.821088895,61,573,60.55356773,4.821089959,88158555,147917.0386
LB201100000011,2011,U,6.98021,-9.472848,9999,246,WGS84,2000,3,145.8973375,11.62629818,49,527,48.63249841,3.875436917,84098975,141105.6628
LB201300000251,2013,R,6.672708,-9.408688,228,223,WGS84,5000,2,47.46005379,0.604892688,24,53,47.46005683,0.604892727,80375787,134858.703
LB201300000267,2013,R,7.17711,-8.657688,289,288,WGS84,5000,2,80.88292574,1.030892886,40,115,40.44145223,0.515446308,113107358,189777.4463
LB200900000125,2009,R,7.026049,-8.844656,9999,229,WGS84,5000,2,131.9140455,1.681356959,66,466,39.98591512,0.503831444,102583736,172120.3624
LB201300000045,2013,R,6.030572,-10.159652,9999,11,WGS84,5000,1,39.2722965,0.500358429,39,378,39.2722965,0.500358429,79831300,133945.1342
LB198600000382,1986,U,5.8833,-10.05,9999,10,WGS84,2000,3,77.86615256,6.203358092,26,143,38.93307675,3.101679084,82948816,139175.8658
