DHSID,DHSYEAR,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,BUFF_DIST,intersect_count,area_overlap,percent_overlap,area_by_count,nearest_concession,area_overlap_dissolved,percent_overlap_dissolved,total_dist,avg_dist
LB200700000206,2007,R,6.485445437,-9.74666585,195,176,WGS84,5000,7,22300.20097,284.1891731,3186,112,7812.682202,99.5632146,,
LB201100000133,2011,R,6.196549,-9.359404,9999,173,WGS84,5000,1,7803.217587,99.45549127,7803,82,7803.217583,99.45549123,,
LB201100000073,2011,R,6.605747,-10.392502,9999,105,WGS84,5000,6,17373.73836,221.3148166,2896,74,7790.92241,99.24441871,,
LB201300000253,2013,R,6.958171,-10.616972,134,139,WGS84,5000,5,18974.16881,241.6527189,3795,6,7781.01536,99.09807043,,
LB200700000092,2007,R,4.910864367,-7.90713829,127,138,WGS84,5000,2,8079.231897,102.9400131,4040,71,7779.945136,99.12670712,,
LB200700000138,2007,R,5.868434075,-7.730745644,217,211,WGS84,5000,4,10823.12266,137.8835033,2706,33,7777.842732,99.0875035,,
LB201300000273,2013,R,4.867502,-7.904785,110,93,WGS84,5000,3,8195.561632,104.4220379,2732,71,7771.614274,99.02040112,,
LB201300000151,2013,R,4.697563,-8.042082,68,24,WGS84,5000,4,16759.68243,213.5582948,4190,123,7770.719083,99.01747979,,
LB201300000086,2013,R,6.462822,-10.273356,92,97,WGS84,5000,3,19079.76416,243.0702678,6360,70,7767.741054,98.95860778,,
LB198600000385,1986,R,6.2142,-9.3025,9999,179,WGS84,5000,3,8220.707948,104.7777885,2740,82,7752.018927,98.8040695,,
LB198600000219,1986,R,5.3667,-8,9999,230,WGS84,5000,3,9563.532479,121.8592133,3188,103,7748.392953,98.73057596,,
LB201300000307,2013,R,5.36612,-7.967463,221,234,WGS84,5000,3,10702.70663,136.3719099,3568,103,7747.102392,98.7121469,,
LB201300000030,2013,R,6.461917,-8.732578,242,244,WGS84,5000,5,16863.22263,214.93306,3373,16,7744.109571,98.70386009,,
LB201300000053,2013,R,5.577778,-8.568894,170,168,WGS84,5000,2,10032.66725,127.8686091,5016,86,7742.927489,98.68535891,,
LB201300000236,2013,R,6.915381,-10.309399,137,137,WGS84,5000,3,14634.42715,186.4329802,4878,6,7742.390121,98.63295981,,
LB201100000087,2011,R,4.516761,-7.700708,9999,40,WGS84,5000,2,8289.36853,105.6014899,4145,220,7740.120842,98.60441001,,
LB198600000400,1986,R,6.4667,-8.7333,9999,244,WGS84,5000,5,16238.70722,206.9732172,3248,16,7735.892643,98.59914129,,
LB198600000205,1986,R,6.2167,-8.14,9999,243,WGS84,5000,2,10291.69201,131.1479444,5146,39,7731.657783,98.52520106,,
LB201300000101,2013,R,6.723861,-10.324807,115,108,WGS84,5000,5,15579.98755,198.4762785,3116,13,7728.037433,98.44886619,,
LB201100000085,2011,R,4.996882,-7.844412,9999,152,WGS84,5000,3,7753.98628,98.79172615,2585,75,7726.851937,98.44601383,,
LB200700000189,2007,R,6.616775179,-10.40959282,325,101,WGS84,5000,6,14269.90557,181.7741108,2378,74,7722.195791,98.36752362,,
LB201300000091,2013,R,5.319874,-8.052016,9999,222,WGS84,5000,3,7737.523289,98.59510683,2579,58,7720.806312,98.38209137,,
LB201300000284,2013,R,4.714293,-7.972374,82,43,WGS84,5000,4,20360.02009,259.4242415,5090,123,7720.162335,98.36911989,,
LB200700000041,2007,R,5.347065662,-7.974924579,246,245,WGS84,5000,4,8906.087971,113.4802544,2227,103,7716.403222,98.32144075,,
LB201300000293,2013,R,6.801217,-11.184009,12,12,WGS84,5000,5,11732.74758,149.3293995,2347,68,7714.037292,98.18097151,,
LB200700000077,2007,R,6.825684529,-11.10893439,-6,28,WGS84,5000,3,16741.4586,213.0989369,5580,68,7712.193143,98.16708323,,
LB200700000047,2007,R,7.556765868,-10.61767645,0,378,WGS84,5000,4,10111.5273,128.7793729,2528,292,7703.850603,98.11544977,,
LB198600000316,1986,R,8.2833,-10.1,9999,487,WGS84,5000,2,10055.65589,128.1222798,5028,84,7685.665638,97.92548734,,
LB201300000073,2013,R,5.196805,-8.301535,108,101,WGS84,5000,3,11166.86538,142.3111379,3722,531,7684.027303,97.92566066,,
LB201100000135,2011,R,6.030183,-9.288883,9999,196,WGS84,5000,3,12341.39481,157.2987627,4114,113,7664.411889,97.68770269,,
LB198600000363,1986,R,6.8058,-9.475,9999,218,WGS84,5000,4,20504.92744,261.3368565,5126,111,7653.196289,97.54056756,,
LB200700000036,2007,R,4.573090823,-7.62836181,32,39,WGS84,5000,2,13275.2619,169.1087796,6638,220,7648.777291,97.43501885,,
LB200700000002,2007,R,6.323942407,-10.34492576,56,48,WGS84,5000,4,17366.95101,221.2369396,4342,448,7610.399955,96.9486005,,
LB200700000164,2007,R,7.53932578,-9.510064141,290,290,WGS84,5000,2,8115.932252,103.4371186,4058,217,7597.086575,96.82445842,,
LB201100000028,2011,R,6.486082,-10.112161,9999,105,WGS84,5000,5,13986.26237,178.2013916,2797,70,7596.819834,96.79239743,,
LB201300000106,2013,R,6.252337,-9.016429,190,184,WGS84,5000,3,8252.146623,105.1814012,2751,481,7589.609225,96.73673639,,
LB201100000031,2011,R,6.108277,-9.755443,9999,120,WGS84,5000,2,7970.596267,101.5752076,3985,465,7575.436554,96.53939495,,
LB201100000037,2011,R,6.66324,-11.167076,9999,9,WGS84,5000,2,11669.09307,148.5224212,5835,68,7534.938427,95.90353696,,
LB201300000269,2013,R,4.874134,-7.856781,144,146,WGS84,5000,4,9167.496315,116.8019202,2292,71,7530.657636,95.94716398,,
LB200900000048,2009,U,6.066735,-8.14095,9999,219,WGS84,2000,1,346.4766466,27.60579175,346,83,7512.272015,592.9434661,123918737,207917.344
LB201300000266,2013,R,6.030747,-9.492578,152,156,WGS84,5000,4,11700.77267,149.1264353,2925,113,7510.035726,95.71546159,,
LB201300000169,2013,R,7.162124,-8.955988,253,252,WGS84,5000,2,10635.18464,135.555403,5318,87,7508.777738,95.70641474,,
LB200700000174,2007,R,7.114705133,-11.24510016,53,54,WGS84,5000,9,15925.98332,202.6829385,1770,102,7501.771836,95.47172875,,
LB200700000004,2007,R,6.015931482,-9.5325916,411,135,WGS84,5000,3,9480.929425,120.8330126,3160,329,7497.495446,95.55444633,,
LB201100000065,2011,R,8.32851,-9.855473,9999,601,WGS84,5000,2,7565.767797,96.41167867,3783,232,7497.452238,95.54112358,,
LB200700000176,2007,R,7.277378539,-11.12114427,54,100,WGS84,5000,7,13217.59867,168.2421952,1888,535,7488.57622,95.31947017,,
LB200700000132,2007,R,6.369679514,-10.44918893,29,24,WGS84,5000,1,7462.48659,95.05595781,7462,464,7462.486612,95.05595809,,
LB201300000259,2013,R,7.159495,-11.195834,95,98,WGS84,5000,11,19793.8599,251.9244137,1799,102,7448.714549,94.80278508,,
LB201100000122,2011,R,6.785119,-8.646067,9999,270,WGS84,5000,2,12510.97964,159.4582228,6255,96,7441.502821,94.84539574,,
LB200700000017,2007,R,7.289499153,-8.799583621,293,286,WGS84,5000,5,16741.05979,213.3780469,3348,446,7441.297515,94.84522191,,
LB200700000241,2007,R,6.716782306,-10.21220592,107,109,WGS84,5000,4,12101.99077,154.1827692,3025,63,7419.221262,94.52296745,,
LB200700000152,2007,R,7.175881288,-8.759165474,480,247,WGS84,5000,2,9407.613398,119.906827,4704,87,7410.969914,94.45816377,,
LB200700000264,2007,R,5.340921107,-7.74553968,190,189,WGS84,5000,4,9242.157753,117.7436923,2311,50,7379.142363,94.00915793,,
LB198600000349,1986,R,6.4334,-10.7666,9999,15,WGS84,5000,13,7582.55697,96.55555578,583,530,7378.598033,93.95836217,,
LB201300000265,2013,R,7.31036,-10.286454,331,343,WGS84,5000,8,13613.39227,173.4289394,1702,114,7367.009857,93.8526328,,
LB201100000040,2011,R,7.1285,-11.040508,9999,186,WGS84,5000,7,12907.77798,164.3151027,1844,473,7359.14214,93.68136005,,
LB201300000189,2013,R,6.567534,-10.966027,27,34,WGS84,5000,1,7358.19089,93.67743427,7358,582,7358.190823,93.67743342,,
LB198600000401,1986,R,6.7042,-9.0542,9999,235,WGS84,5000,2,14710.53527,187.4995119,7355,52,7355.267637,93.74975597,,
LB201100000024,2011,R,7.26792,-9.801394,9999,277,WGS84,5000,3,11075.47024,141.1399843,3692,486,7340.279173,93.5406682,,
LB198600000379,1986,R,6.2667,-9.6083,9999,157,WGS84,5000,2,7328.037793,93.39229767,3664,101,7328.037799,93.39229775,,
LB200700000228,2007,R,6.745817097,-10.10004317,130,126,WGS84,5000,3,10795.50902,137.5486204,3599,63,7283.481416,92.80088767,,
LB201300000204,2013,R,7.38046,-10.92802,130,151,WGS84,5000,1,7275.856028,92.63374,7276,20,7275.856087,92.63374075,,
LB201100000050,2011,R,6.246222,-7.993428,9999,257,WGS84,5000,2,7451.608725,94.94864132,3726,93,7260.685918,92.51589669,,
LB201100000064,2011,R,8.326813,-10.149801,9999,535,WGS84,5000,4,11270.9472,143.6018704,2818,84,7257.211599,92.46331666,137030558,229917.0436
LB198600000314,1986,R,8.3,-10.1167,9999,496,WGS84,5000,4,10061.5928,128.1965027,2515,84,7246.401325,92.32765884,,
LB201300000247,2013,R,8.302,-10.0527,475,474,WGS84,5000,4,8173.526673,104.1446662,2043,84,7223.97833,92.04580124,,
LB201100000058,2011,R,4.902204,-8.16217,9999,94,WGS84,5000,4,7549.004702,96.19864176,1887,109,7217.104977,91.96916993,,
LB201100000005,2011,R,6.745443,-10.806936,9999,49,WGS84,5000,3,9553.73246,121.6511569,3185,460,7217.00863,91.89680085,,
LB200700000278,2007,R,4.582556499,-7.645245836,47,38,WGS84,5000,3,13232.53505,168.566865,4411,220,7200.126988,91.72111235,,
LB200700000229,2007,R,6.953907305,-10.66313285,0,102,WGS84,5000,9,14329.10331,182.4853726,1592,444,7124.788299,90.73628816,,
LB200700000111,2007,R,4.597695685,-7.67363566,72,54,WGS84,5000,3,11388.62277,145.0809692,3796,220,7120.154152,90.70445881,,
LB200700000095,2007,R,4.654578249,-8.093659957,30,29,WGS84,5000,5,7512.550126,95.73059303,1503,436,7117.977674,90.70265255,,
LB201300000037,2013,R,4.582055,-7.636035,79,34,WGS84,5000,2,12911.78002,164.4795693,6456,220,7111.330259,90.58925543,,
LB200900000047,2009,U,6.063443,-8.123786,9999,205,WGS84,2000,0,0,0,0,83,7095.901662,560.0826955,124741394,209297.6409
LB201300000191,2013,R,4.767189,-8.50371,12,16,WGS84,5000,3,13094.00136,166.8829069,4365,320,7068.341465,90.08593618,,
LB201300000142,2013,R,4.971991,-8.421557,84,79,WGS84,5000,1,7040.007434,89.72241239,7040,108,7040.007487,89.72241307,,
LB200700000168,2007,R,6.172227438,-9.280024362,507,176,WGS84,5000,3,7029.679242,89.59777779,2343,82,7029.679289,89.59777839,,
LB201300000012,2013,R,6.829506,-10.793645,46,45,WGS84,5000,6,13536.80485,172.3716236,2256,460,7009.325762,89.25362194,,
LB201100000039,2011,R,6.663769,-11.07636,9999,23,WGS84,5000,13,10395.76237,132.3310807,800,582,7005.774463,89.17880885,,
LB201300000027,2013,R,4.502871,-7.736375,21,18,WGS84,5000,1,6988.572046,89.03261643,6989,220,6988.572079,89.03261686,,
LB200700000103,2007,R,4.708903416,-8.42287743,12,17,WGS84,5000,3,12435.33661,158.4840411,4145,320,6985.206723,89.0240308,,
LB200700000113,2007,R,4.574577063,-7.705407072,52,50,WGS84,5000,2,8997.850801,114.6275565,4499,220,6976.952882,88.88245407,,
LB200700000003,2007,R,6.859292462,-10.81563235,72,64,WGS84,5000,6,20955.74572,266.8347307,3493,346,6965.444574,88.692741,,
LB201300000051,2013,R,6.280851,-10.072436,88,105,WGS84,5000,3,10411.98561,132.6643603,3471,38,6963.893733,88.73048258,,
LB201300000074,2013,R,6.74445,-10.812545,9999,64,WGS84,5000,3,9051.957527,115.2611656,3017,55,6961.539778,88.6432782,,
LB201100000128,2011,R,6.452094,-8.947794,9999,244,WGS84,5000,4,7944.347983,101.2581415,1986,16,6961.234693,88.72744357,,
LB201300000309,2013,R,8.314667,-10.042684,549,550,WGS84,5000,4,8615.739101,109.7799009,2154,84,6951.953537,88.58030187,,
LB201300000100,2013,R,7.215946,-8.894379,299,293,WGS84,5000,2,7571.640566,96.5073918,3786,87,6949.462027,88.57716486,,
LB200700000078,2007,R,7.358795084,-10.51691309,0,151,WGS84,5000,3,13353.742,170.0879696,4451,62,6947.676936,88.49326757,,
LB200700000200,2007,R,6.926909738,-10.66959564,0,125,WGS84,5000,10,15344.85539,195.4199851,1534,559,6910.762349,88.01002294,84310064,141459.8389
LB200700000260,2007,R,6.140089979,-8.133040072,260,238,WGS84,5000,2,6907.824321,88.02669173,3454,83,6907.824354,88.02669215,,
LB200700000234,2007,R,7.306633507,-10.51860705,0,150,WGS84,5000,3,13078.80018,166.585722,4360,62,6891.241285,87.77429041,,
LB201100000004,2011,R,6.695402,-10.97133,9999,36,WGS84,5000,11,11500.22327,146.4089853,1045,55,6870.538662,87.46861429,,
LB198600000387,1986,R,7.3667,-8.7167,9999,435,WGS84,5000,4,8499.126833,108.3267837,2125,550,6841.065854,87.19374071,,
LB198600000390,1986,R,7.3667,-8.7167,9999,435,WGS84,5000,4,8499.126833,108.3267837,2125,550,6841.065854,87.19374071,,
LB200700000243,2007,R,4.549177505,-7.589767878,33,27,WGS84,5000,2,9248.569653,117.8103378,4624,220,6780.758322,86.37480802,,
LB198600000109,1986,R,5.22,-8.99,9999,66,WGS84,5000,2,7185.517518,91.58621067,3593,72,6743.917756,85.95760441,,
LB198600000110,1986,R,5.22,-8.99,9999,66,WGS84,5000,2,7185.517518,91.58621067,3593,72,6743.917756,85.95760441,,
LB200700000088,2007,R,6.704211509,-11.28831119,22,13,WGS84,5000,1,6742.815764,85.80751533,6743,582,6742.815699,85.80751451,,
LB201300000041,2013,R,5.280797,-9.360875,25,19,WGS84,5000,3,10207.31807,130.0967663,3402,76,6728.954921,85.76349539,105574784,177138.8993
LB200700000148,2007,R,7.146165873,-10.65538049,0,116,WGS84,5000,1,6724.87752,85.64403109,6725,461,6724.877539,85.64403134,,
LB201300000072,2013,R,6.135567,-9.236081,184,188,WGS84,5000,4,10390.27699,132.4316649,2598,88,6694.023084,85.32021075,,
LB200700000219,2007,R,4.643168686,-7.869659857,64,48,WGS84,5000,4,13616.52046,173.4878797,3404,515,6673.546445,85.02755359,,
LB201300000230,2013,R,7.672388,-9.406108,437,430,WGS84,5000,2,6859.101121,87.42138559,3430,217,6657.71109,84.85460675,,
LB198600000105,1986,R,5.4333,-8.9333,9999,89,WGS84,5000,2,8656.264012,110.3321187,4328,41,6628.55216,84.48704924,,
LB201300000288,2013,R,4.562844,-7.898579,10,25,WGS84,5000,2,13244.55874,168.7520252,6622,123,6622.419935,84.37780359,,
LB201100000063,2011,R,8.41246,-10.255425,9999,439,WGS84,5000,1,6614.652855,84.27013759,6615,69,6614.652851,84.27013753,,
LB200700000171,2007,R,7.190990096,-10.67806438,0,119,WGS84,5000,2,6605.120702,84.11697308,3303,461,6605.120661,84.11697256,,
LB201300000139,2013,R,6.322171,-10.444402,47,47,WGS84,5000,1,6576.846519,83.7751584,6577,464,6576.846398,83.77515685,,
LB201300000064,2013,R,6.024957,-9.389473,154,151,WGS84,5000,2,6572.658889,83.77089711,3286,99,6572.658889,83.77089712,,
LB200900000134,2009,R,5.572225,-9.705882,9999,39,WGS84,5000,3,5216.853193,66.48366202,1739,42,6562.926347,82.92014892,92476078,155161.2047
LB200700000084,2007,R,5.855239417,-9.554443547,161,64,WGS84,5000,2,6761.720271,86.17647742,3381,17,6559.651355,83.60115833,,
LB200700000096,2007,R,5.766310169,-7.818298997,205,199,WGS84,5000,3,13139.86151,167.4089734,4380,180,6555.749062,83.52380428,,
LB200700000049,2007,R,8.357202787,-10.01061752,501,504,WGS84,5000,4,9387.712557,119.6185938,2347,69,6533.673763,83.25232194,,
LB200700000246,2007,R,4.614048077,-7.667864558,24,54,WGS84,5000,3,9887.153429,125.9529939,3296,458,6474.173188,82.47485004,,
LB200900000105,2009,U,6.337239,-10.785368,9999,4,WGS84,2000,1,19.80482419,1.576794236,20,155,6465.651328,510.0788838,87220878,146343.755
LB200700000251,2007,R,7.024078329,-11.23720875,29,26,WGS84,5000,10,10258.28783,130.5540046,1026,567,6425.551267,81.77597111,,
LB201300000134,2013,R,6.260502,-9.700997,155,158,WGS84,5000,5,9112.200958,116.1263231,1822,101,6424.410806,81.87299738,,
LB201300000229,2013,R,6.632886,-10.823744,9999,40,WGS84,5000,2,6415.133285,81.68468391,3208,55,6413.866906,81.66855895,,
LB201300000150,2013,R,8.340234,-10.25958,466,466,WGS84,5000,3,8096.558841,103.1491568,2699,69,6412.764394,81.69782412,,
LB198600000361,1986,R,6.9333,-9.6333,9999,260,WGS84,5000,3,19075.15196,243.1013797,6358,85,6406.313822,81.64463024,,
LB200700000043,2007,R,7.228810942,-11.14224452,32,98,WGS84,5000,7,6471.523017,82.37149375,925,535,6403.18997,81.50173016,,
LB201100000023,2011,R,6.956912,-10.7791,9999,89,WGS84,5000,6,11829.76572,150.6373954,1972,461,6400.001723,81.49608478,,
LB198600000302,1986,R,7.1833,-11.1333,9999,107,WGS84,5000,11,10562.0088,134.4379435,960,535,6396.303505,81.4149946,106741932,179097.2013
LB201300000056,2013,R,6.774273,-10.6312,121,121,WGS84,5000,3,9323.160966,118.7369173,3108,460,6380.683609,81.26242855,,
LB200700000008,2007,R,6.389800929,-10.46121283,121,39,WGS84,5000,3,7186.423221,91.5385412,2395,464,6379.932503,81.2657001,,
LB201100000117,2011,R,6.45882,-10.785772,9999,11,WGS84,5000,2,6354.897732,80.92099895,3177,530,6354.897726,80.92099887,,
LB201300000065,2013,R,6.869249,-9.796116,258,251,WGS84,5000,3,14176.02544,180.6522336,4725,85,6341.528124,80.81328751,,
LB201300000047,2013,R,5.115016,-8.215334,158,144,WGS84,5000,5,7343.643289,93.58414489,1469,491,6308.168545,80.38851233,,
LB201300000038,2013,R,5.828956,-9.223343,98,114,WGS84,5000,4,8615.075491,109.805619,2154,565,6296.673128,80.25583655,,
LB200700000115,2007,R,6.975057257,-8.47521964,316,309,WGS84,5000,2,12563.32584,160.1181416,6282,127,6281.663343,80.0590762,,
LB198600000347,1986,R,6.4833,-10.7917,9999,25,WGS84,5000,2,6269.54964,79.83370166,3135,530,6269.54964,79.83370165,,
LB201100000041,2011,R,7.224835,-11.142653,9999,107,WGS84,5000,7,6403.52829,81.50599127,915,535,6262.417815,79.70989565,,
LB198600000312,1986,R,8.3075,-9.5608,9999,526,WGS84,5000,3,7963.075292,101.4873396,2654,232,6258.539204,79.76346703,,
LB201300000264,2013,R,4.602242,-7.648671,49,41,WGS84,5000,3,11205.51338,142.7454111,3735,220,6237.359994,79.45682508,,
LB201300000026,2013,R,6.710276,-11.060906,38,36,WGS84,5000,10,7544.270459,96.03538374,754,192,6208.234568,79.02820986,,
LB200700000106,2007,R,4.58776387,-7.709397215,48,53,WGS84,5000,3,7808.194129,99.47231458,2603,220,6202.958153,79.02244675,,
LB201300000138,2013,R,6.002312,-9.790437,79,77,WGS84,5000,3,9237.865479,117.7230177,3079,61,6193.357687,78.92524072,,
LB198600000396,1986,R,7.25,-8.4667,9999,340,WGS84,5000,2,12338.54692,157.252948,6169,115,6169.274832,78.62649149,,
LB201300000136,2013,R,7.207157,-11.147488,87,97,WGS84,5000,8,7871.333583,100.1880103,984,535,6157.867748,78.37865218,,
LB200700000075,2007,R,6.983113666,-10.81386014,0,109,WGS84,5000,2,6348.854523,80.84174623,3174,461,6154.10616,78.36196068,,
LB201300000222,2013,R,5.292239,-7.464651,215,103,WGS84,5000,5,13558.51355,172.692241,2712,586,6116.333719,77.90259403,,
LB201100000032,2011,R,5.865969,-9.713612,9999,79,WGS84,5000,3,7298.564369,93.01272797,2433,17,6111.403689,77.88358096,,
LB198600000318,1986,R,6.7,-11,9999,40,WGS84,5000,15,8643.213593,110.0326953,576,461,6105.120807,77.72142736,,
LB200900000144,2009,U,4.999257,-9.031488,9999,0,WGS84,2000,1,513.7251703,40.94059395,514,72,6089.26473,481.4707166,122182793,205004.6862
LB201300000305,2013,R,7.084447,-10.519584,207,201,WGS84,5000,3,6776.517613,86.31290905,2259,17,6079.696907,77.43746216,,
LB201300000193,2013,R,6.290944,-10.37057,13,9,WGS84,5000,4,8048.861091,102.5319698,2012,464,6056.221638,77.14834772,,
LB201300000167,2013,R,5.545516,-9.629775,36,31,WGS84,5000,3,12142.29312,154.7463578,4047,17,6034.203394,76.90236009,,
LB201300000205,2013,R,8.376477,-9.625003,510,508,WGS84,5000,2,9074.041469,115.6436779,4537,134,6008.972912,76.58106152,,
LB201300000321,2013,R,6.775266,-10.821302,9999,45,WGS84,5000,4,7894.891914,100.5269632,1974,460,5981.743675,76.16653056,,
LB200900000057,2009,R,4.658052,-8.401574,9999,8,WGS84,5000,3,4743.101036,60.44871151,1581,436,5971.845277,75.55703316,153533207,257606.052
LB200900000072,2009,R,6.511778,-10.306281,9999,101,WGS84,5000,4,19507.42141,248.5121218,4877,70,5956.348528,75.12920462,,
LB201300000252,2013,R,7.26639,-9.511546,333,332,WGS84,5000,2,5931.886146,75.60152702,2966,217,5931.886065,75.60152599,,
LB201300000165,2013,R,5.88361,-9.591053,72,73,WGS84,5000,2,6966.031396,88.77924403,3483,329,5927.272883,75.54068821,,
LB201100000132,2011,R,5.91462,-9.293369,9999,120,WGS84,5000,2,9326.75074,118.875151,4663,534,5912.887053,75.36336726,,
LB201300000287,2013,R,5.231703,-9.142171,65,59,WGS84,5000,1,5888.301661,75.05150969,5888,43,5888.301637,75.05150938,,
LB201100000123,2011,R,6.51571,-8.861916,9999,261,WGS84,5000,5,14581.35195,185.8520422,2916,16,5886.833597,75.03282617,,
LB201300000262,2013,R,6.92646,-10.979349,46,67,WGS84,5000,6,9013.978263,114.7557091,1502,461,5884.948539,74.92046497,,
LB201100000146,2011,R,4.896178,-8.802273,9999,19,WGS84,5000,5,10305.95679,131.3575985,2061,60,5866.899631,74.77829202,,
LB201300000190,2013,R,7.424695,-10.709605,338,338,WGS84,5000,3,10843.84526,138.0932921,3615,334,5864.011188,74.67651838,,
LB200900000149,2009,R,5.37024,-8.991501,9999,95,WGS84,5000,3,2127.427889,27.11607896,709,110,5860.227833,74.06615447,108006921,181219.6661
LB201300000195,2013,R,7.066321,-11.246881,37,38,WGS84,5000,10,18198.52371,231.6039193,1820,102,5855.912428,74.5254006,,
LB201300000170,2013,R,5.441814,-9.516093,17,10,WGS84,5000,2,5853.512939,74.60251692,2927,120,5853.512894,74.60251634,,
LB201300000121,2013,R,4.522506,-7.579826,14,15,WGS84,5000,2,6481.135656,82.55743608,3241,220,5824.943657,74.19878847,,
LB201300000096,2013,R,6.594366,-9.120329,236,239,WGS84,5000,3,6046.836831,77.07231393,2016,566,5813.022068,74.0921368,,
LB200900000146,2009,R,4.896178,-8.802273,9999,19,WGS84,5000,5,10305.95674,131.3575977,2061,60,5787.159855,73.19560371,,
LB201300000238,2013,R,6.690471,-9.960549,9999,262,WGS84,5000,4,6456.472945,82.27088642,1614,25,5767.462127,73.49124291,,
LB201300000197,2013,R,6.690337,-11.282889,14,3,WGS84,5000,1,5723.630701,72.83814158,5724,582,5723.630606,72.83814037,,
LB201100000021,2011,R,7.483287,-10.013236,9999,441,WGS84,5000,5,19451.00258,247.8447,3890,238,5701.935509,72.65406961,,
LB200700000273,2007,R,6.334782903,-10.28988672,79,68,WGS84,5000,5,10004.68518,127.4549133,2001,40,5686.000483,72.43693186,75269237,126290.6661
LB200700000146,2007,R,7.546596647,-9.976359679,0,440,WGS84,5000,5,6407.932526,81.65169741,1282,36,5672.583322,72.28166886,,
LB201300000297,2013,R,8.469905,-10.082909,511,513,WGS84,5000,2,9744.781915,124.1627697,4872,69,5616.884856,71.56732567,,
LB201300000179,2013,R,7.195502,-9.893725,231,223,WGS84,5000,4,7445.860286,94.88165037,1861,540,5601.02433,71.37314048,,
LB200700000091,2007,R,7.215607584,-10.64194191,0,140,WGS84,5000,3,5717.666356,72.81778305,1906,461,5598.008337,71.29386908,,
LB200700000221,2007,R,5.122185375,-8.487677978,440,69,WGS84,5000,3,7794.69932,99.3428789,2598,29,5573.287721,71.0311488,,
LB201300000023,2013,R,6.685379,-10.992397,90,42,WGS84,5000,14,8024.773873,102.1605604,573,241,5551.63193,70.6758643,,
LB201100000147,2011,R,5.243485,-8.387181,9999,109,WGS84,5000,2,5507.081961,70.18494996,2754,531,5507.048937,70.18452909,,
LB198600000301,1986,R,7.1167,-11.3,9999,48,WGS84,5000,5,5871.442732,74.71762088,1174,512,5489.635051,69.85888975,,
LB201100000116,2011,R,6.396071,-10.473326,9999,39,WGS84,5000,3,6373.545413,81.18347053,2125,464,5487.091259,69.89220012,,
LB200700000256,2007,R,6.860587236,-9.064488065,248,211,WGS84,5000,2,10668.39717,135.9786364,5334,52,5480.198942,69.85022842,,
LB201300000093,2013,R,6.427763,-10.25209,11,87,WGS84,5000,3,12433.62124,158.4030373,4145,70,5478.758119,69.79880678,,
LB198600000208,1986,R,6.0825,-8.02,9999,9999,WGS84,5000,2,5477.547659,69.79619461,2739,83,5477.547662,69.79619464,,
LB198600000115,1986,R,4.9833,-8.9667,9999,22,WGS84,5000,2,5484.081652,69.89978141,2742,72,5471.733047,69.74238681,,
LB200700000134,2007,R,4.598639298,-7.60776175,27,27,WGS84,5000,2,9158.082694,116.6594975,4579,220,5450.232814,69.42735098,,
LB198600000405,1986,R,4.55,-8.0333,9999,5,WGS84,5000,2,10805.69077,137.6895264,5403,123,5402.985269,68.84654562,,
LB198600000355,1986,R,6.8833,-10.4,9999,124,WGS84,5000,3,11422.83401,145.5085869,3808,116,5377.399309,68.49944366,,
LB200700000267,2007,R,7.261358136,-10.58709661,0,139,WGS84,5000,3,5389.135738,68.63743576,1796,553,5272.01697,67.14578064,,
LB200700000052,2007,R,6.521470967,-10.85444932,40,23,WGS84,5000,1,5248.7111,66.8301704,5249,582,5248.711086,66.83017021,,
LB201300000062,2013,R,8.084355,-10.35722,294,306,WGS84,5000,2,10006.1524,127.4672726,5003,132,5233.766172,66.67237046,,
LB200900000123,2009,R,6.51571,-8.861916,9999,261,WGS84,5000,5,14581.35211,185.8520443,2916,16,5215.167071,65.77995958,,
LB200900000064,2009,R,8.326813,-10.149801,9999,535,WGS84,5000,4,11270.9472,143.6018704,2818,84,5207.687093,65.42278985,137030558,229917.0436
LB201300000152,2013,R,5.340926,-8.929771,102,95,WGS84,5000,2,6135.377188,78.20106496,3068,110,5194.405739,66.20751229,,
LB198600000371,1986,R,6.15,-10.3833,9999,17,WGS84,5000,2,5178.807817,65.97052091,2589,584,5178.807769,65.97052029,,
LB200700000198,2007,R,6.868773798,-9.635363188,232,246,WGS84,5000,3,13996.5397,178.3773634,4666,85,5175.196457,65.95472301,,
LB201300000114,2013,R,5.218398,-8.425701,159,136,WGS84,5000,1,5173.846354,65.93894841,5174,531,5173.846351,65.93894837,,
LB200900000046,2009,U,6.088634,-8.129512,9999,220,WGS84,2000,1,931.2493817,74.19756334,931,83,5164.180734,407.5925266,,
LB198600000114,1986,R,4.9167,-8.85,9999,10,WGS84,5000,5,5649.309972,72.00530278,1130,72,5163.128171,65.80849858,,
LB200700000281,2007,R,6.154035764,-10.39047589,40,3,WGS84,5000,2,5158.086013,65.70615937,2579,584,5158.085994,65.70615912,,
LB198600000370,1986,R,6.1483,-10.3833,9999,17,WGS84,5000,2,5151.803921,65.62653023,2576,584,5151.803869,65.62652957,,
LB201300000243,2013,R,6.676649,-9.843968,222,216,WGS84,5000,2,5488.495779,69.94099525,2744,313,5147.454093,65.59503309,,
